/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_08_739.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_08_739.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_08_739.jpg,0,0,0,25.14454
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_08_806.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_08_806.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_08_806.jpg,0,0,0,24.94332
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_08_874.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_08_874.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_08_874.jpg,0,0,0,24.79347
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_08_956.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_08_956.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_08_956.jpg,0,0,0,24.59508
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_030.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_030.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_030.jpg,0,0,0,24.39859
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_097.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_097.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_097.jpg,0,0,0,24.25287
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_174.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_174.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_174.jpg,-0.05,0,0,24.05754
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_250.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_250.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_250.jpg,-0.25,0,0,23.83294
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_322.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_322.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_322.jpg,-0.3211411,0,0,23.56511
/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/center_2017_06_13_12_25_09_395.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/left_2017_06_13_12_25_09_395.jpg,/Users/anvaysrivastava/Developer/udacity/sdc/CarND-Behavioral-Cloning-P3/smooth_driving/IMG/right_2017_06_13_12_25_09_395.jpg,-0.1237709,0,0,23.42317
